,CountryCode,target_group,subset,question_code,question_label,answer,percentage,notes
24,Croatia,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,58,
25,Croatia,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,42,
26,Hungary,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,61,
27,Hungary,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,39,
28,Ireland,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,59,
29,Ireland,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,41,
30,Italy,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,33,
31,Italy,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,67,
32,Lithuania,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,39,
33,Lithuania,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,61,
34,Luxembourg,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,36,
35,Luxembourg,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,64,
36,Latvia,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,48,
37,Latvia,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,52,
38,Malta,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,39,
39,Malta,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,61,
40,Netherlands,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,68,
41,Netherlands,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,32,
42,Poland,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,93,
43,Poland,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,7,
44,Portugal,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,67,
45,Portugal,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,33,
46,Romania,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,67,
47,Romania,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,33,
48,Sweden,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,83,
49,Sweden,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,17,
50,Slovenia,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,33,
51,Slovenia,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,67,
52,Slovakia,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,33,
53,Slovakia,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,67,
54,United Kingdom,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,73,
55,United Kingdom,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,27,
56,EU-28,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,61,
57,EU-28,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,39,
58,North Macedonia,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,52,
59,North Macedonia,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,48,
60,Serbia,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,Yes,52,
61,Serbia,All,All,DEXaware_eqbod,Knowledge of at least one equality body in country,No,48,
62,Austria,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,Yes,73,
63,Austria,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,No,27,
64,Belgium,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,Yes,76,
65,Belgium,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,No,24,
66,Bulgaria,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,Yes,60,
67,Bulgaria,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,No,40,
68,Cyprus,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,Yes,62,
69,Cyprus,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,No,38,
70,Czechia,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,Yes,57,
71,Czechia,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,No,43,
72,Germany,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,Yes,61,
73,Germany,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,No,39,
74,Denmark,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,Yes,60,
75,Denmark,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,No,40,
76,Estonia,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,Yes,58,
77,Estonia,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,No,42,
78,Greece,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,Yes,64,
79,Greece,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,No,36,
80,Spain,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,Yes,67,
81,Spain,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,No,33,
82,Finland,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,Yes,75,
83,Finland,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,No,25,
84,France,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,Yes,73,
85,France,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,No,27,
86,Croatia,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,Yes,68,
87,Croatia,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,No,32,
88,Hungary,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,Yes,70,
89,Hungary,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,No,30,
90,Ireland,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,Yes,64,
91,Ireland,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,No,36,
92,Italy,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,Yes,67,
93,Italy,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,No,33,
94,Lithuania,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,Yes,55,
95,Lithuania,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,No,45,
96,Luxembourg,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,Yes,67,
97,Luxembourg,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,No,33,
98,Latvia,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,Yes,56,
99,Latvia,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,No,44,
100,Malta,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,Yes,68,
101,Malta,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,No,32,
102,Netherlands,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,Yes,65,
103,Netherlands,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,No,35,
104,Poland,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,Yes,75,
105,Poland,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,No,25,
106,Portugal,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,Yes,68,
107,Portugal,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,No,32,
108,Romania,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,Yes,64,
109,Romania,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,No,36,
110,Sweden,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,Yes,77,
111,Sweden,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,No,23,
112,Slovenia,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,Yes,74,
113,Slovenia,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,No,26,
114,Slovakia,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,Yes,51,
115,Slovakia,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,No,49,
116,United Kingdom,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,Yes,57,
117,United Kingdom,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,No,43,
118,EU-28,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,Yes,66,
119,EU-28,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,No,34,
120,North Macedonia,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,Yes,69,
121,North Macedonia,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,No,31,
122,Serbia,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,Yes,68,
123,Serbia,All,All,DEXaware_suporg,Do you know of any organisations in the country where you live that offer support or advice to people who have been discriminated against,No,32,
124,Austria,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,6,
125,Austria,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,20,
126,Austria,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,29,
127,Austria,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,45,
128,Belgium,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,9,
129,Belgium,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,24,
130,Belgium,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,30,
131,Belgium,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,38,
132,Bulgaria,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,10,
133,Bulgaria,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,13,
134,Bulgaria,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,26,
135,Bulgaria,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,51,
136,Cyprus,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,12,
137,Cyprus,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,16,
138,Cyprus,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,31,
139,Cyprus,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,41,
140,Czechia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,12,
141,Czechia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,21,
142,Czechia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,29,
143,Czechia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,38,
144,Germany,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,7,
145,Germany,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,18,
146,Germany,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,29,
147,Germany,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,46,
148,Denmark,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,10,
149,Denmark,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,25,
150,Denmark,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,29,
151,Denmark,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,35,
152,Estonia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,5,
153,Estonia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,16,
154,Estonia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,33,
155,Estonia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,46,
156,Greece,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,8,
157,Greece,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,20,
158,Greece,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,32,
159,Greece,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,40,
160,Spain,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,18,
161,Spain,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,22,
162,Spain,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,28,
163,Spain,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,32,
164,Finland,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,6,
165,Finland,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,25,
166,Finland,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,36,
167,Finland,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,33,
168,France,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,10,
169,France,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,22,
170,France,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,29,
171,France,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,40,
172,Croatia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,8,
173,Croatia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,15,
174,Croatia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,40,
175,Croatia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,37,
176,Hungary,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,10,
177,Hungary,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,16,
178,Hungary,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,27,
179,Hungary,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,47,
180,Ireland,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,11,
181,Ireland,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,25,
182,Ireland,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,26,
183,Ireland,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,39,
184,Italy,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,7,
185,Italy,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,20,
186,Italy,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,30,
187,Italy,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,44,
188,Lithuania,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,6,
189,Lithuania,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,16,
190,Lithuania,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,25,
191,Lithuania,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,53,
192,Luxembourg,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,20,
193,Luxembourg,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,24,
194,Luxembourg,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,26,
195,Luxembourg,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,30,
196,Latvia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,5,
197,Latvia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,14,
198,Latvia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,28,
199,Latvia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,52,
200,Malta,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,14,
201,Malta,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,29,
202,Malta,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,26,
203,Malta,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,31,
204,Netherlands,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,10,
205,Netherlands,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,26,
206,Netherlands,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,31,
207,Netherlands,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,34,
208,Poland,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,5,
209,Poland,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,16,
210,Poland,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,27,
211,Poland,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,52,
212,Portugal,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,10,
213,Portugal,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,21,
214,Portugal,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,28,
215,Portugal,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,42,
216,Romania,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,15,
217,Romania,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,18,
218,Romania,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,27,
219,Romania,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,41,
220,Sweden,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,12,
221,Sweden,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,27,
222,Sweden,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,29,
223,Sweden,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,33,
224,Slovenia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,9,
225,Slovenia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,25,
226,Slovenia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,35,
227,Slovenia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,31,
228,Slovakia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,7,
229,Slovakia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,18,
230,Slovakia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,32,
231,Slovakia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,43,
232,United Kingdom,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,8,
233,United Kingdom,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,23,
234,United Kingdom,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,26,
235,United Kingdom,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,43,
236,EU-28,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,9,
237,EU-28,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,20,
238,EU-28,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,29,
239,EU-28,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,42,
240,North Macedonia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,7,
241,North Macedonia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,16,
242,North Macedonia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,30,
243,North Macedonia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,47,
244,Serbia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Always,6,
245,Serbia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Often,14,
246,Serbia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Rarely,34,
247,Serbia,All,All,DEXc10_a,"During your time at school has anyone supported, defended or protected you and your rights as an LGBTI person?",Never,46,
248,Austria,All,All,DEXc10_b,"During your time at school have you heard or seen anyone support, protect or promote the rights of LGBTI people?",Always,4,
249,Austria,All,All,DEXc10_b,"During your time at school have you heard or seen anyone support, protect or promote the rights of LGBTI people?",Often,24,
250,Austria,All,All,DEXc10_b,"During your time at school have you heard or seen anyone support, protect or promote the rights of LGBTI people?",Rarely,39,
251,Austria,All,All,DEXc10_b,"During your time at school have you heard or seen anyone support, protect or promote the rights of LGBTI people?",Never,33,
