CountryCode,target_group,subset,question_code,question_label,answer,percentage,notes
Cyprus,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,25-34y.o.,5,‡
Cyprus,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,35-54y.o.,0,‡
Cyprus,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,55y.o. or more,0,‡
Cyprus,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,Prefer not to say,8,‡
Czechia,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,5y.o. or less,20,
Czechia,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,6-9y.o.,13,
Czechia,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,10-14y.o.,27,
Czechia,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,15-17y.o.,22,
Czechia,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,18-24y.o.,10,
Czechia,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,25-34y.o.,1,‡
Czechia,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,35-54y.o.,4,‡
Czechia,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,55y.o. or more,0,‡
Czechia,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,Prefer not to say,3,‡
Germany,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,5y.o. or less,20,
Germany,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,6-9y.o.,18,
Germany,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,10-14y.o.,26,
Germany,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,15-17y.o.,12,
Germany,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,18-24y.o.,10,
Germany,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,25-34y.o.,5,
Germany,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,35-54y.o.,4,
Germany,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,55y.o. or more,0,‡
Germany,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,Prefer not to say,5,
Denmark,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,5y.o. or less,18,
Denmark,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,6-9y.o.,13,
Denmark,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,10-14y.o.,23,
Denmark,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,15-17y.o.,14,
Denmark,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,18-24y.o.,11,
Denmark,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,25-34y.o.,9,
Denmark,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,35-54y.o.,5,‡
Denmark,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,55y.o. or more,0,‡
Denmark,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,Prefer not to say,5,‡
Estonia,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,5y.o. or less,11,
Estonia,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,6-9y.o.,9,‡
Estonia,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,10-14y.o.,40,
Estonia,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,15-17y.o.,20,
Estonia,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,18-24y.o.,11,
Estonia,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,25-34y.o.,3,‡
Estonia,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,35-54y.o.,1,‡
Estonia,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,55y.o. or more,0,‡
Estonia,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,Prefer not to say,4,‡
Greece,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,5y.o. or less,19,
Greece,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,6-9y.o.,16,
Greece,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,10-14y.o.,30,
Greece,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,15-17y.o.,14,
Greece,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,18-24y.o.,9,
Greece,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,25-34y.o.,8,‡
Greece,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,35-54y.o.,0,‡
Greece,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,55y.o. or more,0,‡
Greece,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,Prefer not to say,4,
Spain,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,5y.o. or less,16,
Spain,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,6-9y.o.,13,
Spain,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,10-14y.o.,21,
Spain,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,15-17y.o.,16,
Spain,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,18-24y.o.,16,
Spain,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,25-34y.o.,5,
Spain,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,35-54y.o.,6,‡
Spain,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,55y.o. or more,0,‡
Spain,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,Prefer not to say,6,
Finland,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,5y.o. or less,17,
Finland,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,6-9y.o.,15,
Finland,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,10-14y.o.,24,
Finland,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,15-17y.o.,15,
Finland,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,18-24y.o.,11,
Finland,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,25-34y.o.,10,
Finland,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,35-54y.o.,4,
Finland,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,55y.o. or more,0,‡
Finland,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,Prefer not to say,3,
France,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,5y.o. or less,12,
France,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,6-9y.o.,15,
France,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,10-14y.o.,23,
France,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,15-17y.o.,18,
France,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,18-24y.o.,14,
France,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,25-34y.o.,5,
France,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,35-54y.o.,6,
France,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,55y.o. or more,0,‡
France,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,Prefer not to say,6,
Croatia,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,5y.o. or less,17,‡
Croatia,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,6-9y.o.,11,‡
Croatia,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,10-14y.o.,25,
Croatia,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,15-17y.o.,22,
Croatia,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,18-24y.o.,10,‡
Croatia,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,25-34y.o.,3,‡
Croatia,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,35-54y.o.,0,‡
Croatia,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,55y.o. or more,0,‡
Croatia,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,Prefer not to say,13,‡
Hungary,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,5y.o. or less,7,
Hungary,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,6-9y.o.,12,
Hungary,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,10-14y.o.,26,
Hungary,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,15-17y.o.,15,
Hungary,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,18-24y.o.,20,
Hungary,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,25-34y.o.,5,‡
Hungary,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,35-54y.o.,12,‡
Hungary,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,55y.o. or more,0,‡
Hungary,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,Prefer not to say,3,‡
Ireland,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,5y.o. or less,20,
Ireland,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,6-9y.o.,11,
Ireland,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,10-14y.o.,20,
Ireland,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,15-17y.o.,20,
Ireland,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,18-24y.o.,15,
Ireland,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,25-34y.o.,6,‡
Ireland,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,35-54y.o.,5,‡
Ireland,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,55y.o. or more,0,‡
Ireland,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,Prefer not to say,4,‡
Italy,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,5y.o. or less,16,
Italy,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,6-9y.o.,16,
Italy,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,10-14y.o.,27,
Italy,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,15-17y.o.,15,
Italy,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,18-24y.o.,10,
Italy,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,25-34y.o.,5,
Italy,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,35-54y.o.,4,‡
Italy,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,55y.o. or more,1,‡
Italy,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,Prefer not to say,6,
Lithuania,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,5y.o. or less,8,‡
Lithuania,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,6-9y.o.,16,
Lithuania,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,10-14y.o.,37,
Lithuania,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,15-17y.o.,22,
Lithuania,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,18-24y.o.,12,‡
Lithuania,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,25-34y.o.,2,‡
Lithuania,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,35-54y.o.,0,‡
Lithuania,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,55y.o. or more,0,‡
Lithuania,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,Prefer not to say,3,‡
Luxembourg,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,5y.o. or less,18,‡
Luxembourg,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,6-9y.o.,24,‡
Luxembourg,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,10-14y.o.,27,‡
Luxembourg,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,15-17y.o.,19,‡
Luxembourg,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,18-24y.o.,5,‡
Luxembourg,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,25-34y.o.,0,‡
Luxembourg,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,35-54y.o.,3,‡
Luxembourg,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,55y.o. or more,0,‡
Luxembourg,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,Prefer not to say,3,‡
Latvia,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,5y.o. or less,15,‡
Latvia,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,6-9y.o.,12,‡
Latvia,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,10-14y.o.,37,
Latvia,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,15-17y.o.,12,‡
Latvia,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,18-24y.o.,16,‡
Latvia,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,25-34y.o.,4,‡
Latvia,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,35-54y.o.,1,‡
Latvia,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,55y.o. or more,0,‡
Latvia,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,Prefer not to say,3,‡
Malta,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,5y.o. or less,16,‡
Malta,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,6-9y.o.,11,‡
Malta,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,10-14y.o.,36,
Malta,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,15-17y.o.,18,‡
Malta,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,18-24y.o.,11,‡
Malta,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,25-34y.o.,2,‡
Malta,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,35-54y.o.,2,‡
Malta,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,55y.o. or more,0,‡
Malta,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,Prefer not to say,3,‡
Netherlands,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,5y.o. or less,20,
Netherlands,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,6-9y.o.,15,
Netherlands,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,10-14y.o.,18,
Netherlands,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,15-17y.o.,13,
Netherlands,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,18-24y.o.,18,
Netherlands,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,25-34y.o.,6,
Netherlands,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,35-54y.o.,8,
Netherlands,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,55y.o. or more,2,‡
Netherlands,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,Prefer not to say,1,‡
Poland,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,5y.o. or less,13,
Poland,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,6-9y.o.,14,
Poland,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,10-14y.o.,33,
Poland,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,15-17y.o.,19,
Poland,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,18-24y.o.,11,
Poland,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,25-34y.o.,4,
Poland,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,35-54y.o.,2,‡
Poland,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,55y.o. or more,0,‡
Poland,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,Prefer not to say,5,
Portugal,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,5y.o. or less,12,
Portugal,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,6-9y.o.,27,
Portugal,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,10-14y.o.,22,
Portugal,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,15-17y.o.,16,
Portugal,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,18-24y.o.,9,
Portugal,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,25-34y.o.,5,‡
Portugal,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,35-54y.o.,0,‡
Portugal,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,55y.o. or more,0,‡
Portugal,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,Prefer not to say,8,
Romania,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,5y.o. or less,16,
Romania,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,6-9y.o.,11,
Romania,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,10-14y.o.,34,
Romania,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,15-17y.o.,14,
Romania,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,18-24y.o.,9,
Romania,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,25-34y.o.,3,‡
Romania,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,35-54y.o.,5,‡
Romania,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,55y.o. or more,0,‡
Romania,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,Prefer not to say,8,
Sweden,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,5y.o. or less,18,
Sweden,Trans people,All,DEXtr1,At what age did you first realise that your feelings about your gender did not match the gender assigned to you at birth?,6-9y.o.,11,
