CountryCode,target_group,subset,question_code,question_label,answer,percentage,notes
Denmark,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Sex-'normalising' surgery performed on infants or children,:, [1] 
Denmark,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Sex-'normalising' and gender confirmation surgeries are required to access right,:, [1] 
Denmark,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Medical interventions without informed consent,:, [1] 
Denmark,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Psychological problems or isolation from others,:, [1] 
Denmark,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,No access to appropriate medical treatment or medication,:, [1] 
Denmark,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Legal gender recognition changing gender/sex marker in documents,:, [1] 
Denmark,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Forming relationships or a family,:, [1] 
Denmark,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Bullying and/or violence,:, [1] 
Denmark,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Other,:, [1] 
Estonia,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Discrimination because of my sex characteristics,:, [1] 
Estonia,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Intersex seen as pathological or as a disease,:, [1] 
Estonia,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Sex-'normalising' surgery performed on infants or children,:, [1] 
Estonia,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Sex-'normalising' and gender confirmation surgeries are required to access right,:, [1] 
Estonia,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Medical interventions without informed consent,:, [1] 
Estonia,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Psychological problems or isolation from others,:, [1] 
Estonia,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,No access to appropriate medical treatment or medication,:, [1] 
Estonia,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Legal gender recognition changing gender/sex marker in documents,:, [1] 
Estonia,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Forming relationships or a family,:, [1] 
Estonia,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Bullying and/or violence,:, [1] 
Estonia,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Other,:, [1] 
Greece,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Discrimination because of my sex characteristics,23,‡
Greece,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Intersex seen as pathological or as a disease,27,
Greece,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Sex-'normalising' surgery performed on infants or children,3,‡
Greece,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Sex-'normalising' and gender confirmation surgeries are required to access right,2,‡
Greece,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Medical interventions without informed consent,1,‡
Greece,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Psychological problems or isolation from others,47,
Greece,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,No access to appropriate medical treatment or medication,6,‡
Greece,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Legal gender recognition changing gender/sex marker in documents,10,‡
Greece,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Forming relationships or a family,12,‡
Greece,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Bullying and/or violence,48,
Greece,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Other,8,‡
Spain,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Discrimination because of my sex characteristics,28,
Spain,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Intersex seen as pathological or as a disease,29,
Spain,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Sex-'normalising' surgery performed on infants or children,12,‡
Spain,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Sex-'normalising' and gender confirmation surgeries are required to access right,23,
Spain,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Medical interventions without informed consent,11,‡
Spain,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Psychological problems or isolation from others,21,
Spain,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,No access to appropriate medical treatment or medication,8,‡
Spain,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Legal gender recognition changing gender/sex marker in documents,14,‡
Spain,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Forming relationships or a family,11,‡
Spain,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Bullying and/or violence,25,
Spain,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Other,9,‡
Finland,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Discrimination because of my sex characteristics,16,‡
Finland,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Intersex seen as pathological or as a disease,32,‡
Finland,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Sex-'normalising' surgery performed on infants or children,57,‡
Finland,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Sex-'normalising' and gender confirmation surgeries are required to access right,30,‡
Finland,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Medical interventions without informed consent,27,‡
Finland,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Psychological problems or isolation from others,0,‡
Finland,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,No access to appropriate medical treatment or medication,4,‡
Finland,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Legal gender recognition changing gender/sex marker in documents,14,‡
Finland,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Forming relationships or a family,6,‡
Finland,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Bullying and/or violence,29,‡
Finland,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Other,15,‡
France,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Discrimination because of my sex characteristics,40,
France,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Intersex seen as pathological or as a disease,30,
France,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Sex-'normalising' surgery performed on infants or children,24,
France,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Sex-'normalising' and gender confirmation surgeries are required to access right,10,‡
France,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Medical interventions without informed consent,15,‡
France,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Psychological problems or isolation from others,23,
France,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,No access to appropriate medical treatment or medication,10,‡
France,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Legal gender recognition changing gender/sex marker in documents,20,‡
France,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Forming relationships or a family,11,‡
France,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Bullying and/or violence,34,
France,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Other,7,‡
Croatia,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Discrimination because of my sex characteristics,:, [1] 
Croatia,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Intersex seen as pathological or as a disease,:, [1] 
Croatia,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Sex-'normalising' surgery performed on infants or children,:, [1] 
Croatia,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Sex-'normalising' and gender confirmation surgeries are required to access right,:, [1] 
Croatia,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Medical interventions without informed consent,:, [1] 
Croatia,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Psychological problems or isolation from others,:, [1] 
Croatia,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,No access to appropriate medical treatment or medication,:, [1] 
Croatia,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Legal gender recognition changing gender/sex marker in documents,:, [1] 
Croatia,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Forming relationships or a family,:, [1] 
Croatia,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Bullying and/or violence,:, [1] 
Croatia,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Other,:, [1] 
Hungary,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Discrimination because of my sex characteristics,56,‡
Hungary,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Intersex seen as pathological or as a disease,41,‡
Hungary,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Sex-'normalising' surgery performed on infants or children,1,‡
Hungary,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Sex-'normalising' and gender confirmation surgeries are required to access right,2,‡
Hungary,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Medical interventions without informed consent,0,‡
Hungary,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Psychological problems or isolation from others,23,‡
Hungary,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,No access to appropriate medical treatment or medication,17,‡
Hungary,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Legal gender recognition changing gender/sex marker in documents,21,‡
Hungary,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Forming relationships or a family,23,‡
Hungary,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Bullying and/or violence,32,‡
Hungary,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Other,3,‡
Ireland,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Discrimination because of my sex characteristics,27,‡
Ireland,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Intersex seen as pathological or as a disease,28,‡
Ireland,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Sex-'normalising' surgery performed on infants or children,35,‡
Ireland,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Sex-'normalising' and gender confirmation surgeries are required to access right,4,‡
Ireland,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Medical interventions without informed consent,26,‡
Ireland,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Psychological problems or isolation from others,8,‡
Ireland,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,No access to appropriate medical treatment or medication,5,‡
Ireland,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Legal gender recognition changing gender/sex marker in documents,10,‡
Ireland,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Forming relationships or a family,23,‡
Ireland,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Bullying and/or violence,53,‡
Ireland,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Other,10,‡
Italy,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Discrimination because of my sex characteristics,32,
Italy,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Intersex seen as pathological or as a disease,27,
Italy,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Sex-'normalising' surgery performed on infants or children,8,‡
Italy,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Sex-'normalising' and gender confirmation surgeries are required to access right,5,‡
Italy,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Medical interventions without informed consent,6,‡
Italy,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Psychological problems or isolation from others,31,
Italy,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,No access to appropriate medical treatment or medication,4,‡
Italy,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Legal gender recognition changing gender/sex marker in documents,10,‡
Italy,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Forming relationships or a family,16,
Italy,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Bullying and/or violence,39,
Italy,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Other,12,‡
Lithuania,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Discrimination because of my sex characteristics,51,‡
Lithuania,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Intersex seen as pathological or as a disease,35,‡
Lithuania,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Sex-'normalising' surgery performed on infants or children,1,‡
Lithuania,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Sex-'normalising' and gender confirmation surgeries are required to access right,2,‡
Lithuania,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Medical interventions without informed consent,0,‡
Lithuania,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Psychological problems or isolation from others,18,‡
Lithuania,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,No access to appropriate medical treatment or medication,9,‡
Lithuania,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Legal gender recognition changing gender/sex marker in documents,11,‡
Lithuania,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Forming relationships or a family,13,‡
Lithuania,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Bullying and/or violence,34,‡
Lithuania,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Other,9,‡
Luxembourg,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Discrimination because of my sex characteristics,:, [1] 
Luxembourg,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Intersex seen as pathological or as a disease,:, [1] 
Luxembourg,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Sex-'normalising' surgery performed on infants or children,:, [1] 
Luxembourg,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Sex-'normalising' and gender confirmation surgeries are required to access right,:, [1] 
Luxembourg,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Medical interventions without informed consent,:, [1] 
Luxembourg,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Psychological problems or isolation from others,:, [1] 
Luxembourg,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,No access to appropriate medical treatment or medication,:, [1] 
Luxembourg,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Legal gender recognition changing gender/sex marker in documents,:, [1] 
Luxembourg,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Forming relationships or a family,:, [1] 
Luxembourg,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Bullying and/or violence,:, [1] 
Luxembourg,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Other,:, [1] 
Latvia,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Discrimination because of my sex characteristics,:, [1] 
Latvia,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Intersex seen as pathological or as a disease,:, [1] 
Latvia,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Sex-'normalising' surgery performed on infants or children,:, [1] 
Latvia,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Sex-'normalising' and gender confirmation surgeries are required to access right,:, [1] 
Latvia,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Medical interventions without informed consent,:, [1] 
Latvia,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Psychological problems or isolation from others,:, [1] 
Latvia,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,No access to appropriate medical treatment or medication,:, [1] 
Latvia,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Legal gender recognition changing gender/sex marker in documents,:, [1] 
Latvia,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Forming relationships or a family,:, [1] 
Latvia,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Bullying and/or violence,:, [1] 
Latvia,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Other,:, [1] 
Malta,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Discrimination because of my sex characteristics,:, [1] 
Malta,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Intersex seen as pathological or as a disease,:, [1] 
Malta,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Sex-'normalising' surgery performed on infants or children,:, [1] 
Malta,Intersex people,All,DEXindix1,Which do you think are the biggest problems intersex people face in the country where you live?,Sex-'normalising' and gender confirmation surgeries are required to access right,:, [1] 
