,CountryCode,target_group,subset,question_code,question_label,answer,percentage,notes
68,Belgium,All,All,DEXh10,"Including yourseld, how many people live in your household?",Two people,34,
69,Belgium,All,All,DEXh10,"Including yourseld, how many people live in your household?",Three people,14,
70,Belgium,All,All,DEXh10,"Including yourseld, how many people live in your household?",Four people,14,
71,Belgium,All,All,DEXh10,"Including yourseld, how many people live in your household?",Five or more people,9,
72,Bulgaria,All,All,DEXh10,"Including yourseld, how many people live in your household?",1 person,21,
73,Bulgaria,All,All,DEXh10,"Including yourseld, how many people live in your household?",Two people,31,
74,Bulgaria,All,All,DEXh10,"Including yourseld, how many people live in your household?",Three people,24,
75,Bulgaria,All,All,DEXh10,"Including yourseld, how many people live in your household?",Four people,17,
76,Bulgaria,All,All,DEXh10,"Including yourseld, how many people live in your household?",Five or more people,7,
77,Cyprus,All,All,DEXh10,"Including yourseld, how many people live in your household?",1 person,27,
78,Cyprus,All,All,DEXh10,"Including yourseld, how many people live in your household?",Two people,23,
79,Cyprus,All,All,DEXh10,"Including yourseld, how many people live in your household?",Three people,15,
80,Cyprus,All,All,DEXh10,"Including yourseld, how many people live in your household?",Four people,21,
81,Cyprus,All,All,DEXh10,"Including yourseld, how many people live in your household?",Five or more people,14,
82,Czechia,All,All,DEXh10,"Including yourseld, how many people live in your household?",1 person,21,
83,Czechia,All,All,DEXh10,"Including yourseld, how many people live in your household?",Two people,33,
84,Czechia,All,All,DEXh10,"Including yourseld, how many people live in your household?",Three people,18,
85,Czechia,All,All,DEXh10,"Including yourseld, how many people live in your household?",Four people,17,
86,Czechia,All,All,DEXh10,"Including yourseld, how many people live in your household?",Five or more people,10,
87,Germany,All,All,DEXh10,"Including yourseld, how many people live in your household?",1 person,33,
88,Germany,All,All,DEXh10,"Including yourseld, how many people live in your household?",Two people,35,
89,Germany,All,All,DEXh10,"Including yourseld, how many people live in your household?",Three people,14,
90,Germany,All,All,DEXh10,"Including yourseld, how many people live in your household?",Four people,11,
91,Germany,All,All,DEXh10,"Including yourseld, how many people live in your household?",Five or more people,6,
92,Denmark,All,All,DEXh10,"Including yourseld, how many people live in your household?",1 person,32,
93,Denmark,All,All,DEXh10,"Including yourseld, how many people live in your household?",Two people,36,
94,Denmark,All,All,DEXh10,"Including yourseld, how many people live in your household?",Three people,14,
95,Denmark,All,All,DEXh10,"Including yourseld, how many people live in your household?",Four people,12,
96,Denmark,All,All,DEXh10,"Including yourseld, how many people live in your household?",Five or more people,6,
97,Estonia,All,All,DEXh10,"Including yourseld, how many people live in your household?",1 person,24,
98,Estonia,All,All,DEXh10,"Including yourseld, how many people live in your household?",Two people,27,
99,Estonia,All,All,DEXh10,"Including yourseld, how many people live in your household?",Three people,18,
100,Estonia,All,All,DEXh10,"Including yourseld, how many people live in your household?",Four people,17,
101,Estonia,All,All,DEXh10,"Including yourseld, how many people live in your household?",Five or more people,14,
102,Greece,All,All,DEXh10,"Including yourseld, how many people live in your household?",1 person,36,
103,Greece,All,All,DEXh10,"Including yourseld, how many people live in your household?",Two people,25,
104,Greece,All,All,DEXh10,"Including yourseld, how many people live in your household?",Three people,17,
105,Greece,All,All,DEXh10,"Including yourseld, how many people live in your household?",Four people,17,
106,Greece,All,All,DEXh10,"Including yourseld, how many people live in your household?",Five or more people,5,
107,Spain,All,All,DEXh10,"Including yourseld, how many people live in your household?",1 person,19,
108,Spain,All,All,DEXh10,"Including yourseld, how many people live in your household?",Two people,30,
109,Spain,All,All,DEXh10,"Including yourseld, how many people live in your household?",Three people,22,
110,Spain,All,All,DEXh10,"Including yourseld, how many people live in your household?",Four people,21,
111,Spain,All,All,DEXh10,"Including yourseld, how many people live in your household?",Five or more people,7,
112,Finland,All,All,DEXh10,"Including yourseld, how many people live in your household?",1 person,47,
113,Finland,All,All,DEXh10,"Including yourseld, how many people live in your household?",Two people,29,
114,Finland,All,All,DEXh10,"Including yourseld, how many people live in your household?",Three people,11,
115,Finland,All,All,DEXh10,"Including yourseld, how many people live in your household?",Four people,8,
116,Finland,All,All,DEXh10,"Including yourseld, how many people live in your household?",Five or more people,5,
117,France,All,All,DEXh10,"Including yourseld, how many people live in your household?",1 person,38,
118,France,All,All,DEXh10,"Including yourseld, how many people live in your household?",Two people,35,
119,France,All,All,DEXh10,"Including yourseld, how many people live in your household?",Three people,11,
120,France,All,All,DEXh10,"Including yourseld, how many people live in your household?",Four people,9,
121,France,All,All,DEXh10,"Including yourseld, how many people live in your household?",Five or more people,6,
122,Croatia,All,All,DEXh10,"Including yourseld, how many people live in your household?",1 person,23,
123,Croatia,All,All,DEXh10,"Including yourseld, how many people live in your household?",Two people,26,
124,Croatia,All,All,DEXh10,"Including yourseld, how many people live in your household?",Three people,19,
125,Croatia,All,All,DEXh10,"Including yourseld, how many people live in your household?",Four people,18,
126,Croatia,All,All,DEXh10,"Including yourseld, how many people live in your household?",Five or more people,14,
127,Hungary,All,All,DEXh10,"Including yourseld, how many people live in your household?",1 person,22,
128,Hungary,All,All,DEXh10,"Including yourseld, how many people live in your household?",Two people,33,
129,Hungary,All,All,DEXh10,"Including yourseld, how many people live in your household?",Three people,19,
130,Hungary,All,All,DEXh10,"Including yourseld, how many people live in your household?",Four people,15,
131,Hungary,All,All,DEXh10,"Including yourseld, how many people live in your household?",Five or more people,11,
132,Ireland,All,All,DEXh10,"Including yourseld, how many people live in your household?",1 person,16,
133,Ireland,All,All,DEXh10,"Including yourseld, how many people live in your household?",Two people,24,
134,Ireland,All,All,DEXh10,"Including yourseld, how many people live in your household?",Three people,20,
135,Ireland,All,All,DEXh10,"Including yourseld, how many people live in your household?",Four people,21,
136,Ireland,All,All,DEXh10,"Including yourseld, how many people live in your household?",Five or more people,20,
137,Italy,All,All,DEXh10,"Including yourseld, how many people live in your household?",1 person,25,
138,Italy,All,All,DEXh10,"Including yourseld, how many people live in your household?",Two people,26,
139,Italy,All,All,DEXh10,"Including yourseld, how many people live in your household?",Three people,16,
140,Italy,All,All,DEXh10,"Including yourseld, how many people live in your household?",Four people,22,
141,Italy,All,All,DEXh10,"Including yourseld, how many people live in your household?",Five or more people,11,
142,Lithuania,All,All,DEXh10,"Including yourseld, how many people live in your household?",1 person,14,
143,Lithuania,All,All,DEXh10,"Including yourseld, how many people live in your household?",Two people,28,
144,Lithuania,All,All,DEXh10,"Including yourseld, how many people live in your household?",Three people,24,
145,Lithuania,All,All,DEXh10,"Including yourseld, how many people live in your household?",Four people,21,
146,Lithuania,All,All,DEXh10,"Including yourseld, how many people live in your household?",Five or more people,13,
147,Luxembourg,All,All,DEXh10,"Including yourseld, how many people live in your household?",1 person,24,
148,Luxembourg,All,All,DEXh10,"Including yourseld, how many people live in your household?",Two people,32,
149,Luxembourg,All,All,DEXh10,"Including yourseld, how many people live in your household?",Three people,19,
150,Luxembourg,All,All,DEXh10,"Including yourseld, how many people live in your household?",Four people,14,
151,Luxembourg,All,All,DEXh10,"Including yourseld, how many people live in your household?",Five or more people,11,
152,Latvia,All,All,DEXh10,"Including yourseld, how many people live in your household?",1 person,24,
153,Latvia,All,All,DEXh10,"Including yourseld, how many people live in your household?",Two people,31,
154,Latvia,All,All,DEXh10,"Including yourseld, how many people live in your household?",Three people,19,
155,Latvia,All,All,DEXh10,"Including yourseld, how many people live in your household?",Four people,13,
156,Latvia,All,All,DEXh10,"Including yourseld, how many people live in your household?",Five or more people,12,
157,Malta,All,All,DEXh10,"Including yourseld, how many people live in your household?",1 person,17,
158,Malta,All,All,DEXh10,"Including yourseld, how many people live in your household?",Two people,25,
159,Malta,All,All,DEXh10,"Including yourseld, how many people live in your household?",Three people,20,
160,Malta,All,All,DEXh10,"Including yourseld, how many people live in your household?",Four people,24,
161,Malta,All,All,DEXh10,"Including yourseld, how many people live in your household?",Five or more people,13,
162,Netherlands,All,All,DEXh10,"Including yourseld, how many people live in your household?",1 person,32,
163,Netherlands,All,All,DEXh10,"Including yourseld, how many people live in your household?",Two people,32,
164,Netherlands,All,All,DEXh10,"Including yourseld, how many people live in your household?",Three people,13,
165,Netherlands,All,All,DEXh10,"Including yourseld, how many people live in your household?",Four people,14,
166,Netherlands,All,All,DEXh10,"Including yourseld, how many people live in your household?",Five or more people,9,
167,Poland,All,All,DEXh10,"Including yourseld, how many people live in your household?",1 person,20,
168,Poland,All,All,DEXh10,"Including yourseld, how many people live in your household?",Two people,32,
169,Poland,All,All,DEXh10,"Including yourseld, how many people live in your household?",Three people,20,
170,Poland,All,All,DEXh10,"Including yourseld, how many people live in your household?",Four people,17,
171,Poland,All,All,DEXh10,"Including yourseld, how many people live in your household?",Five or more people,12,
172,Portugal,All,All,DEXh10,"Including yourseld, how many people live in your household?",1 person,29,
173,Portugal,All,All,DEXh10,"Including yourseld, how many people live in your household?",Two people,28,
174,Portugal,All,All,DEXh10,"Including yourseld, how many people live in your household?",Three people,21,
175,Portugal,All,All,DEXh10,"Including yourseld, how many people live in your household?",Four people,15,
176,Portugal,All,All,DEXh10,"Including yourseld, how many people live in your household?",Five or more people,6,
177,Romania,All,All,DEXh10,"Including yourseld, how many people live in your household?",1 person,23,
178,Romania,All,All,DEXh10,"Including yourseld, how many people live in your household?",Two people,31,
179,Romania,All,All,DEXh10,"Including yourseld, how many people live in your household?",Three people,22,
180,Romania,All,All,DEXh10,"Including yourseld, how many people live in your household?",Four people,15,
181,Romania,All,All,DEXh10,"Including yourseld, how many people live in your household?",Five or more people,9,
182,Sweden,All,All,DEXh10,"Including yourseld, how many people live in your household?",1 person,40,
183,Sweden,All,All,DEXh10,"Including yourseld, how many people live in your household?",Two people,33,
184,Sweden,All,All,DEXh10,"Including yourseld, how many people live in your household?",Three people,13,
185,Sweden,All,All,DEXh10,"Including yourseld, how many people live in your household?",Four people,9,
186,Sweden,All,All,DEXh10,"Including yourseld, how many people live in your household?",Five or more people,5,
187,Slovenia,All,All,DEXh10,"Including yourseld, how many people live in your household?",1 person,17,
188,Slovenia,All,All,DEXh10,"Including yourseld, how many people live in your household?",Two people,25,
189,Slovenia,All,All,DEXh10,"Including yourseld, how many people live in your household?",Three people,25,
190,Slovenia,All,All,DEXh10,"Including yourseld, how many people live in your household?",Four people,18,
191,Slovenia,All,All,DEXh10,"Including yourseld, how many people live in your household?",Five or more people,15,
192,Slovakia,All,All,DEXh10,"Including yourseld, how many people live in your household?",1 person,17,
193,Slovakia,All,All,DEXh10,"Including yourseld, how many people live in your household?",Two people,29,
194,Slovakia,All,All,DEXh10,"Including yourseld, how many people live in your household?",Three people,23,
195,Slovakia,All,All,DEXh10,"Including yourseld, how many people live in your household?",Four people,20,
196,Slovakia,All,All,DEXh10,"Including yourseld, how many people live in your household?",Five or more people,11,
197,United Kingdom,All,All,DEXh10,"Including yourseld, how many people live in your household?",1 person,21,
198,United Kingdom,All,All,DEXh10,"Including yourseld, how many people live in your household?",Two people,31,
199,United Kingdom,All,All,DEXh10,"Including yourseld, how many people live in your household?",Three people,19,
200,United Kingdom,All,All,DEXh10,"Including yourseld, how many people live in your household?",Four people,18,
201,United Kingdom,All,All,DEXh10,"Including yourseld, how many people live in your household?",Five or more people,12,
202,EU-28,All,All,DEXh10,"Including yourseld, how many people live in your household?",1 person,27,
203,EU-28,All,All,DEXh10,"Including yourseld, how many people live in your household?",Two people,32,
204,EU-28,All,All,DEXh10,"Including yourseld, how many people live in your household?",Three people,17,
205,EU-28,All,All,DEXh10,"Including yourseld, how many people live in your household?",Four people,16,
206,EU-28,All,All,DEXh10,"Including yourseld, how many people live in your household?",Five or more people,9,
207,North Macedonia,All,All,DEXh10,"Including yourseld, how many people live in your household?",1 person,20,
208,North Macedonia,All,All,DEXh10,"Including yourseld, how many people live in your household?",Two people,17,
209,North Macedonia,All,All,DEXh10,"Including yourseld, how many people live in your household?",Three people,23,
210,North Macedonia,All,All,DEXh10,"Including yourseld, how many people live in your household?",Four people,25,
211,North Macedonia,All,All,DEXh10,"Including yourseld, how many people live in your household?",Five or more people,15,
212,Serbia,All,All,DEXh10,"Including yourseld, how many people live in your household?",1 person,25,
213,Serbia,All,All,DEXh10,"Including yourseld, how many people live in your household?",Two people,26,
214,Serbia,All,All,DEXh10,"Including yourseld, how many people live in your household?",Three people,20,
215,Serbia,All,All,DEXh10,"Including yourseld, how many people live in your household?",Four people,17,
216,Serbia,All,All,DEXh10,"Including yourseld, how many people live in your household?",Five or more people,11,
217,Austria,All,All,DEXh13,Do you raise a child / children together with your partner?,Yes,12,
218,Austria,All,All,DEXh13,Do you raise a child / children together with your partner?,We share care responsibilities with another person(s),3,
219,Austria,All,All,DEXh13,Do you raise a child / children together with your partner?,No,85,
220,Belgium,All,All,DEXh13,Do you raise a child / children together with your partner?,Yes,18,
221,Belgium,All,All,DEXh13,Do you raise a child / children together with your partner?,We share care responsibilities with another person(s),3,
222,Belgium,All,All,DEXh13,Do you raise a child / children together with your partner?,No,79,
223,Bulgaria,All,All,DEXh13,Do you raise a child / children together with your partner?,Yes,11,
224,Bulgaria,All,All,DEXh13,Do you raise a child / children together with your partner?,We share care responsibilities with another person(s),1,‡
225,Bulgaria,All,All,DEXh13,Do you raise a child / children together with your partner?,No,88,
226,Cyprus,All,All,DEXh13,Do you raise a child / children together with your partner?,Yes,6,‡
227,Cyprus,All,All,DEXh13,Do you raise a child / children together with your partner?,We share care responsibilities with another person(s),1,‡
228,Cyprus,All,All,DEXh13,Do you raise a child / children together with your partner?,No,93,
229,Czechia,All,All,DEXh13,Do you raise a child / children together with your partner?,Yes,14,
230,Czechia,All,All,DEXh13,Do you raise a child / children together with your partner?,We share care responsibilities with another person(s),3,
231,Czechia,All,All,DEXh13,Do you raise a child / children together with your partner?,No,83,
232,Germany,All,All,DEXh13,Do you raise a child / children together with your partner?,Yes,15,
233,Germany,All,All,DEXh13,Do you raise a child / children together with your partner?,We share care responsibilities with another person(s),3,
234,Germany,All,All,DEXh13,Do you raise a child / children together with your partner?,No,82,
235,Denmark,All,All,DEXh13,Do you raise a child / children together with your partner?,Yes,21,
236,Denmark,All,All,DEXh13,Do you raise a child / children together with your partner?,We share care responsibilities with another person(s),6,
237,Denmark,All,All,DEXh13,Do you raise a child / children together with your partner?,No,73,
238,Estonia,All,All,DEXh13,Do you raise a child / children together with your partner?,Yes,9,
239,Estonia,All,All,DEXh13,Do you raise a child / children together with your partner?,We share care responsibilities with another person(s),6,‡
240,Estonia,All,All,DEXh13,Do you raise a child / children together with your partner?,No,85,
241,Greece,All,All,DEXh13,Do you raise a child / children together with your partner?,Yes,11,
242,Greece,All,All,DEXh13,Do you raise a child / children together with your partner?,We share care responsibilities with another person(s),1,‡
243,Greece,All,All,DEXh13,Do you raise a child / children together with your partner?,No,88,
244,Spain,All,All,DEXh13,Do you raise a child / children together with your partner?,Yes,13,
245,Spain,All,All,DEXh13,Do you raise a child / children together with your partner?,We share care responsibilities with another person(s),2,
246,Spain,All,All,DEXh13,Do you raise a child / children together with your partner?,No,85,
247,Finland,All,All,DEXh13,Do you raise a child / children together with your partner?,Yes,17,
248,Finland,All,All,DEXh13,Do you raise a child / children together with your partner?,We share care responsibilities with another person(s),5,
249,Finland,All,All,DEXh13,Do you raise a child / children together with your partner?,No,79,
250,France,All,All,DEXh13,Do you raise a child / children together with your partner?,Yes,15,
251,France,All,All,DEXh13,Do you raise a child / children together with your partner?,We share care responsibilities with another person(s),3,
252,France,All,All,DEXh13,Do you raise a child / children together with your partner?,No,82,
253,Croatia,All,All,DEXh13,Do you raise a child / children together with your partner?,Yes,7,
254,Croatia,All,All,DEXh13,Do you raise a child / children together with your partner?,We share care responsibilities with another person(s),1,‡
255,Croatia,All,All,DEXh13,Do you raise a child / children together with your partner?,No,92,
256,Hungary,All,All,DEXh13,Do you raise a child / children together with your partner?,Yes,15,
257,Hungary,All,All,DEXh13,Do you raise a child / children together with your partner?,We share care responsibilities with another person(s),4,
258,Hungary,All,All,DEXh13,Do you raise a child / children together with your partner?,No,82,
259,Ireland,All,All,DEXh13,Do you raise a child / children together with your partner?,Yes,19,
260,Ireland,All,All,DEXh13,Do you raise a child / children together with your partner?,We share care responsibilities with another person(s),2,‡
261,Ireland,All,All,DEXh13,Do you raise a child / children together with your partner?,No,79,
262,Italy,All,All,DEXh13,Do you raise a child / children together with your partner?,Yes,10,
263,Italy,All,All,DEXh13,Do you raise a child / children together with your partner?,We share care responsibilities with another person(s),2,
264,Italy,All,All,DEXh13,Do you raise a child / children together with your partner?,No,88,
265,Lithuania,All,All,DEXh13,Do you raise a child / children together with your partner?,Yes,3,‡
266,Lithuania,All,All,DEXh13,Do you raise a child / children together with your partner?,We share care responsibilities with another person(s),0,‡
267,Lithuania,All,All,DEXh13,Do you raise a child / children together with your partner?,No,97,
268,Luxembourg,All,All,DEXh13,Do you raise a child / children together with your partner?,Yes,11,‡
269,Luxembourg,All,All,DEXh13,Do you raise a child / children together with your partner?,We share care responsibilities with another person(s),4,‡
270,Luxembourg,All,All,DEXh13,Do you raise a child / children together with your partner?,No,85,
271,Latvia,All,All,DEXh13,Do you raise a child / children together with your partner?,Yes,8,
272,Latvia,All,All,DEXh13,Do you raise a child / children together with your partner?,We share care responsibilities with another person(s),4,‡
273,Latvia,All,All,DEXh13,Do you raise a child / children together with your partner?,No,88,
274,Malta,All,All,DEXh13,Do you raise a child / children together with your partner?,Yes,14,
275,Malta,All,All,DEXh13,Do you raise a child / children together with your partner?,We share care responsibilities with another person(s),2,‡
276,Malta,All,All,DEXh13,Do you raise a child / children together with your partner?,No,84,
277,Netherlands,All,All,DEXh13,Do you raise a child / children together with your partner?,Yes,19,
278,Netherlands,All,All,DEXh13,Do you raise a child / children together with your partner?,We share care responsibilities with another person(s),4,
279,Netherlands,All,All,DEXh13,Do you raise a child / children together with your partner?,No,77,
280,Poland,All,All,DEXh13,Do you raise a child / children together with your partner?,Yes,10,
281,Poland,All,All,DEXh13,Do you raise a child / children together with your partner?,We share care responsibilities with another person(s),2,
282,Poland,All,All,DEXh13,Do you raise a child / children together with your partner?,No,89,
283,Portugal,All,All,DEXh13,Do you raise a child / children together with your partner?,Yes,12,
284,Portugal,All,All,DEXh13,Do you raise a child / children together with your partner?,We share care responsibilities with another person(s),3,
285,Portugal,All,All,DEXh13,Do you raise a child / children together with your partner?,No,85,
286,Romania,All,All,DEXh13,Do you raise a child / children together with your partner?,Yes,11,
287,Romania,All,All,DEXh13,Do you raise a child / children together with your partner?,We share care responsibilities with another person(s),2,‡
288,Romania,All,All,DEXh13,Do you raise a child / children together with your partner?,No,87,
289,Sweden,All,All,DEXh13,Do you raise a child / children together with your partner?,Yes,18,
290,Sweden,All,All,DEXh13,Do you raise a child / children together with your partner?,We share care responsibilities with another person(s),3,
291,Sweden,All,All,DEXh13,Do you raise a child / children together with your partner?,No,79,
292,Slovenia,All,All,DEXh13,Do you raise a child / children together with your partner?,Yes,6,‡
293,Slovenia,All,All,DEXh13,Do you raise a child / children together with your partner?,We share care responsibilities with another person(s),0,‡
294,Slovenia,All,All,DEXh13,Do you raise a child / children together with your partner?,No,94,
295,Slovakia,All,All,DEXh13,Do you raise a child / children together with your partner?,Yes,6,
296,Slovakia,All,All,DEXh13,Do you raise a child / children together with your partner?,We share care responsibilities with another person(s),1,‡
297,Slovakia,All,All,DEXh13,Do you raise a child / children together with your partner?,No,93,
298,United Kingdom,All,All,DEXh13,Do you raise a child / children together with your partner?,Yes,18,
299,United Kingdom,All,All,DEXh13,Do you raise a child / children together with your partner?,We share care responsibilities with another person(s),2,
300,United Kingdom,All,All,DEXh13,Do you raise a child / children together with your partner?,No,80,
301,EU-28,All,All,DEXh13,Do you raise a child / children together with your partner?,Yes,14,
302,EU-28,All,All,DEXh13,Do you raise a child / children together with your partner?,We share care responsibilities with another person(s),3,
303,EU-28,All,All,DEXh13,Do you raise a child / children together with your partner?,No,84,
304,North Macedonia,All,All,DEXh13,Do you raise a child / children together with your partner?,Yes,7,‡
305,North Macedonia,All,All,DEXh13,Do you raise a child / children together with your partner?,We share care responsibilities with another person(s),2,‡
306,North Macedonia,All,All,DEXh13,Do you raise a child / children together with your partner?,No,91,
307,Serbia,All,All,DEXh13,Do you raise a child / children together with your partner?,Yes,7,
308,Serbia,All,All,DEXh13,Do you raise a child / children together with your partner?,We share care responsibilities with another person(s),2,‡
309,Serbia,All,All,DEXh13,Do you raise a child / children together with your partner?,No,91,
310,Austria,All,All,DEXh14,"Thinking about the child / children that you raise together with your partner, what is the legal situation of your family?",We are both legal guardian of one or more children,65,
311,Austria,All,All,DEXh14,"Thinking about the child / children that you raise together with your partner, what is the legal situation of your family?","I am a legal guardian of one or more children, but my partner is not",16,‡
312,Austria,All,All,DEXh14,"Thinking about the child / children that you raise together with your partner, what is the legal situation of your family?","My partner is the legal guardian of one or more children, but I am not",20,
313,Belgium,All,All,DEXh14,"Thinking about the child / children that you raise together with your partner, what is the legal situation of your family?",We are both legal guardian of one or more children,70,
314,Belgium,All,All,DEXh14,"Thinking about the child / children that you raise together with your partner, what is the legal situation of your family?","I am a legal guardian of one or more children, but my partner is not",19,
315,Belgium,All,All,DEXh14,"Thinking about the child / children that you raise together with your partner, what is the legal situation of your family?","My partner is the legal guardian of one or more children, but I am not",12,
316,Bulgaria,All,All,DEXh14,"Thinking about the child / children that you raise together with your partner, what is the legal situation of your family?",We are both legal guardian of one or more children,49,
317,Bulgaria,All,All,DEXh14,"Thinking about the child / children that you raise together with your partner, what is the legal situation of your family?","I am a legal guardian of one or more children, but my partner is not",31,‡
318,Bulgaria,All,All,DEXh14,"Thinking about the child / children that you raise together with your partner, what is the legal situation of your family?","My partner is the legal guardian of one or more children, but I am not",23,‡
319,Cyprus,All,All,DEXh14,"Thinking about the child / children that you raise together with your partner, what is the legal situation of your family?",We are both legal guardian of one or more children,:, [1] 
